player,team_code,pts_per_game,ast_per_game,trb_per_game,team_name,games_played,team_ppg,opponent_ppg,pace,offensive_rating,defensive_rating,net_rating,win_percentage,strength_of_schedule
Justin Edwards,PHI,10.1,1.6,3.4,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Derrick Jones Jr.,LAC,10.1,0.8,3.4,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Ausar Thompson,DET,10.1,2.3,5.1,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Chris Boucher,TOR,10.0,0.7,4.5,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Andrew Nembhard,IND,10.0,5.0,3.3,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Ziaire Williams,BRK,10.0,1.3,4.6,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Kevin Huerter,SAC,7.9,1.7,2.8,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Kevin Huerter,CHI,13.2,3.2,3.3,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Georges Niang,CLE,8.7,1.3,3.7,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Georges Niang,ATL,12.1,1.6,3.0,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Julian Champagnie,SAS,9.9,1.4,3.9,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Scotty Pippen Jr.,MEM,9.9,4.4,3.3,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Nick Smith Jr.,CHO,9.9,2.4,2.1,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Bub Carrington,WAS,9.8,4.4,4.2,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Moses Moody,GSW,9.8,1.3,2.6,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Amir Coffey,LAC,9.7,1.1,2.2,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Max Christie,LAL,8.5,1.4,2.7,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Max Christie,DAL,11.2,2.5,4.2,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Kyle Filipowski,UTA,9.6,1.9,6.1,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Tosan Evbuomwan,BRK,9.5,2.0,4.3,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Miles McBride,NYK,9.5,2.9,2.5,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Jalen Wilson,BRK,9.5,1.8,3.4,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Nickeil Alexander-Walker,MIN,9.4,2.7,3.2,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Cole Anthony,ORL,9.4,2.9,3.0,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Anthony Black,ORL,9.4,3.1,2.9,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Max Strus,CLE,9.4,3.2,4.3,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Tristan Vukcevic,WAS,9.4,1.1,3.7,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Cam Whitmore,HOU,9.4,1.0,3.0,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Nick Richards,CHO,8.9,1.3,7.5,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Nick Richards,PHO,9.5,0.6,8.6,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Kel'el Ware,MIA,9.3,0.9,7.4,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Zach Edey,MEM,9.2,1.0,8.3,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Wendell Carter Jr.,ORL,9.1,2.0,7.2,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Noah Clowney,BRK,9.1,0.9,3.9,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Dalton Knecht,LAL,9.1,0.8,2.8,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
A.J. Lawson,TOR,9.1,1.2,3.3,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
T.J. McConnell,IND,9.1,4.4,2.4,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Yves Missi,NOP,9.1,1.4,8.2,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Royce O'Neale,PHO,9.1,2.2,4.7,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Jared Butler,WAS,6.9,2.6,1.3,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Jared Butler,PHI,11.5,4.9,2.5,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Marcus Smart,MEM,8.7,3.7,2.3,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Marcus Smart,WAS,9.3,2.5,1.9,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Draymond Green,GSW,9.0,5.6,6.1,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Killian Hayes,BRK,9.0,5.2,3.0,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Al Horford,BOS,9.0,2.1,6.2,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Julian Strawther,DEN,9.0,1.3,2.2,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Patrick Williams,CHI,9.0,2.0,3.8,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Jusuf Nurkić,PHO,8.6,1.9,9.2,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Jusuf Nurkić,CHO,9.2,2.6,6.5,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Clint Capela,ATL,8.9,1.1,8.5,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Johnny Juzang,UTA,8.9,1.1,2.9,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Luke Kennard,MEM,8.9,3.3,2.8,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Justin Champagnie,WAS,8.8,1.0,5.7,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Svi Mykhailiuk,UTA,8.8,2.0,2.4,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Chris Paul,SAS,8.8,7.4,3.6,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Kelly Olynyk,TOR,7.1,2.3,3.7,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Kelly Olynyk,NOP,10.7,3.6,5.9,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Dorian Finney-Smith,BRK,10.4,1.6,4.6,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Dorian Finney-Smith,LAL,7.9,1.4,3.6,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Oshae Brissett,PHI,8.7,0.7,3.7,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Kentavious Caldwell-Pope,ORL,8.7,1.8,2.2,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Isaiah Collier,UTA,8.7,6.3,3.3,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Dante Exum,DAL,8.7,2.8,1.7,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Kyshawn George,WAS,8.7,2.5,4.2,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Jaden Hardy,DAL,8.7,1.4,1.6,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Dereck Lively II,DAL,8.7,2.4,7.5,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Tyrese Martin,BRK,8.7,2.0,3.7,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Matas Buzelis,CHI,8.6,1.0,3.5,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Jaime Jaquez Jr.,MIA,8.6,2.5,4.4,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Ja'Kobe Walter,TOR,8.6,1.6,3.1,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Sam Hauser,BOS,8.5,0.9,3.2,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Larry Nance Jr.,ATL,8.5,1.6,4.3,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Jared Rhoden,CHO,1.0,0.5,1.0,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Jared Rhoden,TOR,11.4,1.4,3.8,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Jaylen Nowell,NOP,8.4,2.3,2.5,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Cason Wallace,OKC,8.4,2.5,3.4,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Bruce Brown,TOR,8.4,1.6,3.8,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Bruce Brown,NOP,8.2,2.4,4.2,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Dalano Banton,POR,8.3,2.4,2.0,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Brandon Clarke,MEM,8.3,1.0,5.1,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Keon Ellis,SAC,8.3,1.5,2.7,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Brandon Williams,DAL,8.3,2.3,1.8,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Mike Conley,MIN,8.2,4.5,2.6,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Taurean Prince,MIL,8.2,1.9,3.6,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Jalen Smith,CHI,8.2,1.0,5.6,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Quinten Post,GSW,8.1,1.3,3.5,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Peyton Watson,DEN,8.1,1.4,3.4,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Davion Mitchell,TOR,6.3,4.6,1.9,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Davion Mitchell,MIA,10.3,5.3,2.7,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Caleb Martin,PHI,9.1,2.2,4.4,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Caleb Martin,DAL,5.4,1.9,2.9,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Tyson Etienne,BRK,7.9,1.7,1.3,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Day'Ron Sharpe,BRK,7.9,1.8,6.6,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
KJ Simpson,CHO,7.8,3.1,3.0,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Terance Mann,LAC,6.0,1.6,2.9,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Terance Mann,ATL,9.8,2.1,3.1,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Karlo Matković,NOP,7.7,1.1,5.0,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
AJ Johnson,MIL,2.9,1.0,1.0,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
AJ Johnson,WAS,9.1,3.1,2.4,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Lonzo Ball,CHI,7.6,3.3,3.4,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Oscar Tshiebwe,UTA,7.6,0.6,8.7,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Garrison Mathews,ATL,7.5,1.3,1.9,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Matisse Thybulle,POR,7.5,1.9,3.5,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
A.J. Green,MIL,7.4,1.5,2.4,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Josh Green,CHO,7.4,1.6,2.5,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Richaun Holmes,WAS,7.4,1.4,5.7,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Damion Baugh,CHO,7.3,3.7,3.3,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Alec Burks,MIA,7.3,1.1,2.5,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Ricky Council IV,PHI,7.3,1.3,2.9,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Andre Drummond,PHI,7.3,0.9,7.8,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Tre Jones,SAS,4.4,3.7,2.1,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Tre Jones,CHI,11.5,4.9,3.2,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Goga Bitadze,ORL,7.2,2.0,6.6,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Tristan Da Silva,ORL,7.2,1.5,3.3,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
GG Jackson II,MEM,7.2,1.0,3.2,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Vit Krejci,ATL,7.2,2.6,2.7,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Sam Merrill,CLE,7.2,1.5,2.2,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Daeqwon Plowden,ATL,7.2,0.3,1.8,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Nae'Qwan Tomlin,CLE,7.2,0.4,4.2,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Josh Okogie,PHO,6.0,0.6,2.9,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Josh Okogie,CHO,8.9,1.3,2.7,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Jalen Hood-Schifino,LAL,2.0,0.5,0.5,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Jalen Hood-Schifino,PHI,7.8,2.8,2.0,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Jamison Battle,TOR,7.1,0.9,2.7,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Alex Caruso,OKC,7.1,2.5,2.9,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Jamal Shead,TOR,7.1,4.2,1.5,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Jeff Dowtin,PHI,7.0,1.9,1.5,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Marcus Garrett,CHO,7.0,3.3,1.5,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Isaiah Jackson,IND,7.0,1.0,5.6,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Jaylen Sims,CHO,7.0,2.0,1.0,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Orlando Robinson,SAC,2.1,1.0,1.6,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Orlando Robinson,TOR,8.1,1.9,5.9,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Jake LaRavia,MEM,7.3,2.8,4.4,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Jake LaRavia,SAC,6.1,1.3,2.8,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Ryan Dunn,PHO,6.9,0.8,3.6,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Jay Huff,MEM,6.9,0.6,2.0,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Cameron Payne,NYK,6.9,2.8,1.4,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Antonio Reeves,NOP,6.9,0.9,1.4,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Cody Martin,CHO,7.8,2.3,4.5,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Cody Martin,PHO,3.7,1.1,3.4,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Bol Bol,PHO,6.8,0.6,2.9,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Eric Gordon,PHI,6.8,1.7,1.2,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Jaxson Hayes,LAL,6.8,1.0,4.8,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Marcus Bagley,PHI,6.7,1.0,7.0,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
DaQuan Jeffries,CHO,6.7,1.1,2.9,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Lester Quiñones,PHI,2.3,0.3,1.0,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Lester Quiñones,NOP,8.6,2.6,1.7,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Vasilije Micić,CHO,7.5,3.5,2.4,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Vasilije Micić,PHO,0.0,0.2,0.4,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Precious Achiuwa,NYK,6.6,1.0,5.6,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Trayce Jackson-Davis,GSW,6.6,1.7,5.0,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Marcus Sasser,DET,6.6,2.3,1.2,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Vince Williams Jr.,MEM,6.6,2.0,3.6,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Thomas Bryant,MIA,4.1,0.4,3.2,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Thomas Bryant,IND,6.9,0.9,3.9,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Donovan Clingan,POR,6.5,1.1,7.9,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Seth Curry,CHO,6.5,0.9,1.7,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Haywood Highsmith,MIA,6.5,1.5,3.4,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Talen Horton-Tucker,CHI,6.5,1.4,1.7,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Trey Lyles,SAC,6.5,1.2,4.6,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Ajay Mitchell,OKC,6.5,1.8,1.9,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Gary Payton II,GSW,6.5,1.3,3.0,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Zach Collins,SAS,4.6,1.4,2.8,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Zach Collins,CHI,8.6,2.1,6.7,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Kris Dunn,LAC,6.4,2.8,3.4,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Ron Holland,DET,6.4,1.0,2.7,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
KJ Martin,PHI,6.4,0.8,3.0,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
KJ Martin,UTA,6.3,1.5,2.8,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Gabe Vincent,LAL,6.4,1.4,1.3,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Sandro Mamukelashvili,SAS,6.3,0.8,3.1,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Jeremiah Robinson-Earl,NOP,6.3,1.3,4.8,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Kenrich Williams,OKC,6.3,1.4,3.5,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Bones Hyland,LAC,7.2,1.4,1.2,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Bones Hyland,MIN,1.3,1.0,0.3,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Jonathan Mogbo,TOR,6.2,2.3,4.9,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Ryan Rollins,MIL,6.2,1.9,1.9,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Dru Smith,MIA,6.2,1.6,2.6,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Isaac Okoro,CLE,6.1,1.2,2.4,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Jarace Walker,IND,6.1,1.5,3.1,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
N'Faly Dante,HOU,6.0,0.5,5.3,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Mouhamed Gueye,ATL,6.0,0.8,4.2,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Luke Kornet,BOS,6.0,1.6,5.3,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Isaiah Mobley,PHI,6.0,5.0,4.0,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Isaiah Stewart,DET,6.0,1.7,5.5,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
James Wiseman,IND,6.0,0.0,1.0,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Isaiah Wong,CHO,6.0,1.4,1.6,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Cole Swider,DET,0.0,0.5,1.0,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Cole Swider,TOR,7.4,0.3,3.1,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Chuma Okeke,PHI,6.9,1.9,6.1,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Chuma Okeke,CLE,2.5,1.0,2.0,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Kyle Anderson,GSW,5.3,2.3,3.1,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Kyle Anderson,MIA,6.7,2.6,3.8,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Simone Fontecchio,DET,5.9,0.9,2.9,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Collin Gillespie,PHO,5.9,2.4,2.4,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Tidjane Salaün,CHO,5.9,1.2,4.7,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Jaylin Williams,OKC,5.9,2.6,5.6,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Moses Brown,IND,3.2,0.0,1.4,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Moses Brown,DAL,11.8,0.5,7.8,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Adem Bona,PHI,5.8,0.5,4.2,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Quenton Jackson,IND,5.8,1.9,1.6,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Robert Williams,POR,5.8,1.1,5.9,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Moussa Diabaté,CHO,5.7,0.8,6.2,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Dariq Whitehead,BRK,5.7,0.6,1.5,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Landry Shamet,NYK,5.7,0.5,1.2,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Jordan Goodwin,LAL,5.6,1.4,3.9,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
